"district","total_ntd","land_area","main_building_material","building_area","num_room","num_hall","num_toilet","transaction_year","transaction_month","building_age","mlr_resid"
"Zhongshan Area",14560000,41.21,"Strengthen brickwork",95.04,3,2,1,2019,8,1953,300.773238146234
"Songshan District",35000000,27.59,"Strengthen brickwork",143.47,3,2,2,2019,11,1946,906.409864098087
"Zhongshan Area",8360000,22.68,"Strengthen brickwork",73.77,3,2,1,2019,11,1946,-187.153257900479
"Zhongshan Area",17380000,31.42,"Strengthen brickwork",123.76,3,2,2,2019,11,1947,-56.5432118217465
"Nangang District",15280000,20.17,"Strengthen brickwork",83.89,3,2,1,2019,11,1949.318182,-42.0978700447223
"Nangang District",7000000,11.59,"Strengthen brickwork",58.19,3,2,1,2019,11,1948,-737.677265473806
"Zhongshan Area",9500000,26.04,"Strengthen brickwork",84.96,3,2,2,2019,12,1935,-367.755525935583
"Xinyi District",13500000,33.1,"Strengthen brickwork",109.76,3,2,2,2019,11,1953,-319.39684355759
"Xinyi District",14650000,29,"Strengthen brickwork",110.97,3,2,2,2019,11,1946,-246.754294070704
"Xinyi District",20200000,16.43,"Strengthen brickwork",122.18,3,2,2,2019,10,1951,214.17671639657
"Daan District",20250000,21.71,"Strengthen brickwork",111.6,3,2,2,2019,11,1945,651.377814442096
"Zhongzheng District",31300000,24.71,"Strengthen brickwork",128.15,3,2,2,2019,11,1945,333.388747674157
"Zhongshan Area",7750000,22.14,"Strengthen brickwork",81.96,3,2,1,2019,10,1946,-479.656386782765
"Songshan District",17400000,23.75,"Strengthen brickwork",67.6,3,2,1,2019,11,1954,955.32176101917
"shihlin",15800000,19.46,"Strengthen brickwork",101,3,2,1,2019,12,1934,333.44811106465
"Datong District",20500000,32,"Strengthen brickwork",85.07,3,2,2,2019,10,1951,515.87073854215
"Nangang District",25500000,44.96,"Strengthen brickwork",147.26,3,2,2,2019,11,1940,-437.908239095392
"Nangang District",17400000,37.2,"Strengthen brickwork",105.54,3,2,2,2019,11,1947,-325.251664859898
"Nangang District",19800000,37.5,"Strengthen brickwork",94.05,3,2,1,2019,11,1955.176471,309.300841711774
"Songshan District",23000000,32.39,"Strengthen brickwork",114.01,3,2,2,2019,11,1949,464.915893308322
"Zhongshan Area",14880000,39.35,"Strengthen brickwork",88.37,3,2,1,2019,10,1949,465.497358143838
"Zhongshan Area",26000000,31.48,"Strengthen brickwork",111.93,3,2,2,2019,12,1939,1076.19238633943
"Zhongshan Area",15800000,39.86,"Strengthen brickwork",112.32,3,2,2,2019,12,1943,-29.2226478419049
"Songshan District",13000000,20.4,"Strengthen brickwork",88.07,3,2,1,2019,12,1952,-78.8519277043586
"Wenshan District",16200000,27.09,"Strengthen brickwork",115.3,3,2,2,2019,11,1948,219.464090729047
"Songshan District",18100000,48.5,"Strengthen brickwork",123.18,3,2,2,2019,11,1955,-241.977737488911
"Beitou",11900000,24.16,"Strengthen brickwork",98.2,3,2,2,2019,11,1941,-633.438268752209
"Neihu District",25200000,36.74,"Strengthen brickwork",148,3,2,2,2019,11,1936,101.852705100255
"Neihu District",11880000,26,"Strengthen brickwork",80.12,3,1,1,2019,11,1955,376.392829950569
"Xinyi District",16250000,31.14,"Strengthen brickwork",115.84,3,2,1,2019,11,1947,-110.353911815079
"Zhongzheng District",20500000,35.5,"Strengthen brickwork",96.42,3,2,1,2019,12,1959,117.61459517743
"shihlin",17100000,69.44,"Strengthen brickwork",117.02,3,2,2,2019,8,1941,120.177417155464
"Songshan District",16050000,16.44,"Strengthen brickwork",79.1,3,2,2,2019,12,1949,465.553572047512
"Songshan District",21680000,30.63,"Strengthen brickwork",134.32,3,2,2,2019,11,1945,-158.936242285195
"Daan District",14800000,32.5,"Strengthen brickwork",109.63,3,2,2,2019,12,1957,134.90250074694
"Zhongzheng District",15000000,30.25,"Strengthen brickwork",86.09,3,2,1,2019,12,1960.071429,-295.17869483851
"Zhongshan Area",10200000,20.16,"Strengthen brickwork",74.53,3,2,1,2019,11,1949,123.577435032351
"Wanhua District",13300000,25,"Strengthen brickwork",87.97,3,2,1,2019,12,1958,383.451408827927
"Zhongzheng District",31500000,26.74,"Strengthen brickwork",130.01,3,2,2,2019,11,1943,292.662996108115
"Nangang District",17650000,46.25,"Strengthen brickwork",117.59,3,2,1,2019,12,1956,-460.151759415039
"Beitou",8000000,28.5,"Strengthen brickwork",76.92,3,2,1,2019,10,1952,-662.218615046737
"Neihu District",5700000,21.25,"Strengthen brickwork",61.2,3,2,1,2019,10,1953,-417.465637095898
"Wanhua District",9330000,26.75,"Strengthen brickwork",79.09,3,2,1,2019,11,1955,-38.2445913143187
"Wenshan District",6800000,22.53,"Strengthen brickwork",56.13,3,2,1,2019,11,1963,279.483746467779
"Songshan District",18000000,18.66,"Strengthen brickwork",93.87,3,1,1,2019,11,1945,512.18276671257
"Zhongshan Area",12750000,28.69,"Strengthen brickwork",86.23,3,2,1,2019,11,1950,242.816358560552
"Nangang District",28000000,15.16,"Strengthen brickwork",126.12,3,2,2,2019,10,1950,369.016766994893
"Nangang District",33380000,36.83,"Strengthen brickwork",160.08,3,2,2,2019,12,1947,66.6317384215518
"Zhongshan Area",16500000,35.44,"Strengthen brickwork",118.47,3,2,2,2019,12,1950,-21.0921360472549
"Zhongshan Area",16500000,35.44,"Strengthen brickwork",118.47,3,2,2,2019,12,1950,-21.0921360472549
"Daan District",11000000,29.58,"Strengthen brickwork",110.76,3,2,2,2019,12,1946,-506.987711859747
"Zhongzheng District",7740000,15.6,"Strengthen brickwork",54.32,3,2,2,2019,11,1950,-786.775018517173
"Zhongzheng District",26250000,10.71,"Strengthen brickwork",102.56,3,2,1,2019,11,1933,379.732641065908
"Nangang District",4280000,7.79,"Strengthen brickwork",30.46,3,2,2,2019,12,1951,-701.909365269659
"Zhongshan Area",17950000,61.14,"Strengthen brickwork",130.25,3,2,2,2019,9,1934,-258.537619915008
"Xinyi District",17690000,51.77,"Strengthen brickwork",129.95,3,2,1,2019,11,1958,-173.783025355664
"Daan District",13500000,34.4,"Strengthen brickwork",128.35,3,2,2,2019,12,1945,-552.499855888333
"Xinyi District",21000000,38.58,"Strengthen brickwork",129.87,3,2,2,2019,11,1950,113.265314522403
"Songshan District",9300000,26.67,"Strengthen brickwork",115.81,3,2,1,2019,12,1948,-1289.16850753346
"Neihu District",19800000,13.82,"Strengthen brickwork",108,3,2,2,2019,11,1932,404.721265473566
"Nangang District",27000000,14.97,"Strengthen brickwork",129.31,3,2,2,2019,12,1953,231.628490886974
"Nangang District",16080000,37.75,"Strengthen brickwork",95.98,3,2,1,2019,12,1956,-164.512192308043
"Beitou",13000000,33,"Strengthen brickwork",114.25,3,2,1,2019,11,1945.75,-767.905446613061
"Datong District",26650000,18.92,"Strengthen brickwork",103.67,3,2,2,2019,9,1947,708.089651670152
"Wenshan District",16200000,21.6,"Strengthen brickwork",100.07,3,2,2,2019,11,1943,522.391537899645
"Wenshan District",8500000,25.98,"Strengthen brickwork",99.96,3,2,1,2019,12,1956,-445.999378369939
"shihlin",11000000,30.81,"Strengthen brickwork",106.69,3,2,2,2019,12,1948,-380.881039035093
"shihlin",15000000,36.37,"Strengthen brickwork",107.82,3,2,2,2019,11,1956,208.556056925237
"Wenshan District",9900000,25.32,"Strengthen brickwork",97.58,3,2,2,2019,12,1942,-307.989018557992
"Datong District",10800000,6.02,"Strengthen brickwork",69.71,3,0,3,2019,8,1947,-158.611174569335
"Zhongshan Area",8750000,18.64,"Strengthen brickwork",64.19,3,1,1,2019,11,1933,132.577609347211
"Neihu District",14000000,39,"See other registration items",75.87,3,1,2,2019,11,1960,493.883714502893
"Neihu District",1500000,5.46,"See other registration items",7.65,3,1,1,2019,11,1945,-567.57115199546
"Neihu District",1500000,7.29,"See other registration items",10.2,3,1,1,2019,11,1945,-625.46732770777
"Beitou",18000000,31.18,"Strengthen brickwork",87.72,3,2,2,2019,11,1955,501.375390520282
"Daan District",13360000,32.25,"Strengthen brickwork",82.46,3,2,1,2019,11,1957,581.510036556616
"Daan District",7850000,16.2,"Strengthen brickwork",77.57,3,2,2,2019,11,1953,-220.601133394425
"Xinyi District",29700000,33.27,"Strengthen brickwork",164.03,3,2,2,2019,11,1944,173.153609449575
"Wenshan District",7000000,23.6,"Strengthen brickwork",99.26,3,2,1,2019,12,1939.833333,-827.859568845513
"Xinyi District",13380000,25.01,"Strengthen brickwork",94.67,3,2,1,2019,12,1944,-29.2735330338856
"Daan District",9000000,48,"See other registration items",78.2,3,1,1,2019,12,1960,-90.2227658725057
"Beitou",11000000,26.31,"Strengthen brickwork",61.91,3,2,1,2019,11,1956.675,201.985516525842
"Zhongzheng District",21980000,22.66,"Strengthen brickwork",103.71,3,2,2,2019,11,1944,-34.4524739787527
"Zhongzheng District",14750000,27.14,"Strengthen brickwork",92.24,3,2,2,2019,12,1946.190476,-608.600730445896
"Xinyi District",13000000,45.75,"Strengthen brickwork",103.89,3,2,1,2019,11,1953,-229.290101404724
"Xinyi District",22880000,29.3,"Strengthen brickwork",134.94,3,2,2,2019,12,1948,192.470559253366
"Xinyi District",23680000,25.2,"Strengthen brickwork",126.08,3,2,2,2019,11,1945,448.817014791504
"Daan District",13800000,42,"Strengthen brickwork",100.78,3,2,2,2019,12,1958,202.98362559861
"Daan District",14850000,31,"See other registration items",106.02,3,2,2,2019,12,1960,-23.7621565048934
"Xinyi District",21100000,25.35,"Strengthen brickwork",128.07,3,2,2,2019,11,1945,131.591792832836
"Zhongshan Area",11800000,21.68,"Strengthen brickwork",75.53,3,2,1,2019,9,1950,344.691212007958
"Zhongshan Area",12280000,31.73,"Strengthen brickwork",92.52,3,2,1,2019,12,1953,60.8695596300524
"Zhongshan Area",8480000,22.92,"Strengthen brickwork",73,3,1,1,2019,12,1946,-6.01827499914157
"shihlin",13580000,35.5,"See other registration items",95.8,3,2,2,2019,11,1962,66.7974330698773
"shihlin",9300000,28.7,"Strengthen brickwork",81.37,3,1,1,2019,12,1956.9375,165.106489939331
"Wenshan District",9500000,36.67,"See other registration items",89.7,3,2,1,2019,12,1959,-302.637421624955
"Zhongshan Area",17200000,47.79,"Strengthen brickwork",126.63,3,2,2,2019,12,1932,-268.292025300921
"Songshan District",18750000,20.54,"Strengthen brickwork",123.65,3,2,2,2019,11,1952,-185.53751750232
"Zhongshan Area",26370000,29.09,"Strengthen brickwork",116.39,3,2,2,2019,12,1935,982.185949825637
"Nangang District",20630000,39.94,"Strengthen brickwork",110.01,3,2,2,2019,11,1948,-47.8090908090657
"Nangang District",31000000,53.25,"Strengthen brickwork",143.59,3,2,2,2019,12,1960,319.700967991856
"Zhongshan Area",13300000,34.31,"Strengthen brickwork",88.02,3,2,2,2019,11,1952,257.335118894348
"Daan District",18680000,36.6,"Strengthen brickwork",118.05,3,2,2,2019,11,1937,257.550243033998
"Zhongzheng District",23800000,17,"Strengthen brickwork",95.66,3,2,2,2019,11,1934,258.67285055518
"Zhongzheng District",14900000,26.05,"Strengthen brickwork",98.22,3,2,2,2019,10,1946.190476,-727.074618636316
"Xinyi District",8100000,34.96,"Strengthen brickwork",61.55,3,1,1,2019,11,1949,70.815874829758
"Beitou",16200000,28.8,"Strengthen brickwork",99.81,3,2,2,2019,11,1945.75,-58.6809582624772
"Songshan District",14560000,22.75,"See other registration items",77.2,3,2,2,2019,12,1963,155.319317143414
"Zhongzheng District",37600000,45.74,"Strengthen brickwork",185.29,3,2,2,2019,12,1931,-525.069116982618
"Zhongzheng District",8500000,26.5,"Strengthen brickwork",78,3,2,1,2019,12,1960.071429,-1070.12210838491
"Daan District",13350000,27.11,"Strengthen brickwork",100.86,3,2,2,2019,12,1944,36.4489834329552
"Xinyi District",12000000,30.25,"Strengthen brickwork",72.27,3,2,2,2019,12,1952,303.183765813552
"Nangang District",21180000,23.14,"Strengthen brickwork",109.36,3,2,2,2019,10,1948,33.4018778063198
"Beitou",17020000,29.05,"Strengthen brickwork",108.12,3,2,1,2019,11,1940,-154.890087038152
"Neihu District",22750000,21.03,"Strengthen brickwork",138.65,3,2,2,2019,12,1940,103.231670402558
"Zhongshan Area",12000000,30.67,"See other registration items",66.69,3,1,1,2019,12,1962,539.887930150768
"Zhongshan Area",15100000,28.78,"Strengthen brickwork",106.43,3,2,2,2019,12,1947,51.100843745859
"shihlin",4700000,25.5,"Strengthen brickwork",85.6,3,1,1,2019,11,1937,-970.889704355764
"shihlin",12000000,75,"See other registration items",114.44,3,1,1,2019,10,1952.5,-494.445453703543
"shihlin",12000000,23.4,"Strengthen brickwork",77.36,3,1,3,2019,10,1950,542.186919894827
"Zhongshan Area",13360000,26.86,"Strengthen brickwork",88.54,3,2,2,2019,12,1949,236.589054957659
"Songshan District",16000000,21.56,"Strengthen brickwork",111.45,3,2,2,2019,12,1941,-329.226275095615
"Nangang District",13980000,22.2,"Strengthen brickwork",94.67,3,2,1,2019,12,1945,-485.657714499483
"Nangang District",23350000,37.08,"Strengthen brickwork",124.5,3,2,2,2019,11,1952,-47.5209617105632
"Beitou",19800000,27.65,"Strengthen brickwork",127.84,3,2,2,2019,11,1941,-296.675280070919
"Xinyi District",22900000,17.4,"Strengthen brickwork",125.31,3,2,2,2019,12,1952,447.83761671383
"Daan District",6880000,21.2,"Strengthen brickwork",77.27,3,2,2,2019,12,1953,-392.877841261526
"Daan District",15330000,42.71,"Strengthen brickwork",134.88,3,2,2,2019,11,1957,-368.366124149023
"shihlin",11000000,54.72,"Strengthen brickwork",112,3,2,2,2019,12,1944,-544.266569263967
"Zhongshan Area",8300000,18.6,"Strengthen brickwork",68.63,3,2,1,2019,12,1951,-38.174680489094
"Songshan District",16000000,25.02,"Strengthen brickwork",93.64,3,2,2,2019,8,1946,96.0492506596763
"Beitou",15880000,28.12,"Strengthen brickwork",98.13,3,2,2,2019,12,1948,-40.2640397983093
"Xinyi District",13500000,28.04,"Strengthen brickwork",105.78,3,2,2,2019,11,1946,-283.71451319163
"Zhongshan Area",4150000,25.88,"Strengthen brickwork",83.68,3,1,1,2019,12,1946,-1120.83977295481
"Zhongshan Area",22580000,36.63,"Strengthen brickwork",143.22,3,2,2,2019,12,1931,-35.8821129221838
"Zhongzheng District",16000000,15.19,"Strengthen brickwork",124.47,3,1,2,2019,11,1942.625,-1052.07224716834
"Xinyi District",9500000,24,"Strengthen brickwork",80.07,3,1,1,2019,12,1954,-57.905015148646
"Nangang District",25000000,29.15,"Strengthen brickwork",102.24,3,2,2,2019,11,1952,621.333568156182
"Nangang District",27690000,29.64,"Strengthen brickwork",140.67,3,2,2,2019,12,1952,28.1675885785455
"Wenshan District",3400000,16.62,"Strengthen brickwork",56.39,3,2,2,2019,12,1947,-646.71040374561
"Zhongshan Area",19200000,41.19,"Strengthen brickwork",120.1,3,2,2,2019,11,1936,144.877284124829
"Datong District",24000000,27.73,"Strengthen brickwork",122.77,3,2,2,2019,12,1947,21.3534980654904
"Songshan District",15620000,16.69,"Strengthen brickwork",96.84,3,1,2,2019,12,1948,148.386998350548
"Songshan District",25800000,47.09,"Strengthen brickwork",155.69,3,2,2,2019,12,1930,-338.731695414375
"Nangang District",19000000,34.72,"Strengthen brickwork",111.03,3,2,2,2019,9,1944,-287.894991176806
"Beitou",17900000,30,"Strengthen brickwork",102.34,3,2,2,2019,12,1956.675,179.882719526598
"Neihu District",7300000,16.12,"Strengthen brickwork",42.74,3,1,1,2019,12,1957,489.523260110402
"Beitou",8000000,23.81,"Strengthen brickwork",60.95,3,2,2,2019,11,1940,-431.1952021351
"Songshan District",13006000,35.5,"Strengthen brickwork",96.4,3,2,1,2019,12,1959,-216.216878880151
"Xinyi District",13400000,33.12,"Strengthen brickwork",82.41,3,2,2,2019,11,1948,237.371779563605
"Xinyi District",17500000,37.25,"Strengthen brickwork",104.88,3,2,2,2019,11,1954,304.299959030126
"Daan District",23000000,45.75,"Strengthen brickwork",121.02,3,1,1,2019,11,1958,1003.24838538701
"Zhongshan Area",9700000,41.25,"Strengthen brickwork",120.84,3,2,2,2019,11,1952,-1011.25059646966
"Zhongzheng District",33000000,25.93,"Strengthen brickwork",127.3,3,2,2,2019,12,1947,520.131293161646
"Xinyi District",15700000,28.67,"Strengthen brickwork",99.31,3,2,2,2019,12,1951,190.872410660269
"Zhongzheng District",4427600,10.38,"Strengthen brickwork",23.9,3,2,1,2019,12,1960.071429,-665.413317013874
"Daan District",18500000,50.75,"Strengthen brickwork",113.4,3,2,3,2019,12,1954,436.36216566056
"Neihu District",11160000,37,"Strengthen brickwork",103.27,3,2,2,2019,12,1955.6,-420.423669655506
"Neihu District",17100000,30.06,"Strengthen brickwork",115.31,3,2,2,2019,12,1930.714286,-89.4261776231167
"Nangang District",19580000,19.89,"Strengthen brickwork",110.11,3,2,2,2019,11,1956,-92.409652599878
"Beitou",17980000,35.45,"Strengthen brickwork",135.16,3,2,2,2019,11,1944,-649.741348139874
"Wanhua District",22300000,25.66,"Strengthen brickwork",143.5,3,2,2,2019,11,1942,54.3722210810987
"Datong District",25800000,18.66,"Strengthen brickwork",119.72,3,2,2,2019,12,1944,250.776061080968
"Songshan District",48000000,26.12,"Strengthen brickwork",185.23,3,2,2,2019,12,1944,974.026464298783
"Zhongshan Area",12850000,34.92,"Strengthen brickwork",125.19,3,2,2,2019,11,1944,-698.541385050474
"shihlin",8520000,23.4,"Strengthen brickwork",91.64,3,2,1,2019,12,1947,-412.064436886366
"shihlin",7200000,30.5,"Strengthen brickwork",85.39,3,2,2,2019,12,1956.9375,-467.398180834539
"shihlin",19800000,32.1,"Strengthen brickwork",117.77,3,1,1,2019,12,1938,599.950110774806
"Songshan District",11260000,30.75,"Strengthen brickwork",86.25,3,1,1,2019,12,1958,-105.058568750825
"Songshan District",11000000,31.25,"Strengthen brickwork",83.48,3,1,1,2019,12,1958,-82.4837153017587
"Songshan District",24500000,52,"Strengthen brickwork",145.98,3,2,2,2019,12,1955,-54.7777115285992
"Wenshan District",8160000,16.78,"Strengthen brickwork",59.84,3,1,1,2019,4,1939.833333,386.791696204706
"Datong District",37600000,42.08,"Strengthen brickwork",166.32,3,2,2,2019,11,1958,359.901598128255
"Nangang District",23200000,40.25,"Strengthen brickwork",105.8,3,2,1,2019,12,1958,437.610766680317
"Neihu District",10500000,30.06,"Strengthen brickwork",115.31,3,1,1,2019,12,1946,-686.743261309127
"Neihu District",9900000,47.67,"Strengthen brickwork",105.37,3,2,1,2019,12,1955.6,-632.645462286915
"Neihu District",14000000,30.08,"Strengthen brickwork",107.26,3,2,2,2019,12,1943.285714,-203.007434748682
"Daan District",13500000,35.75,"Strengthen brickwork",104.91,3,2,1,2019,12,1957,100.283675366687
"Daan District",10800000,39.2,"Strengthen brickwork",113.52,3,2,2,2019,10,1939,-665.056532066146
"Zhongzheng District",30000000,52.75,"Strengthen brickwork",120.21,3,2,2,2019,11,1960.071429,498.260792301674
"Xinyi District",15000000,34.5,"Strengthen brickwork",101.7,3,2,2,2019,11,1954,66.4367575128814
"Xinyi District",20380000,25.26,"Strengthen brickwork",130.17,3,2,2,2019,12,1946,16.2573763979425
"Xinyi District",13000000,32.15,"Strengthen brickwork",100.21,3,2,1,2019,11,1951,-155.761372165256
"Zhongzheng District",15000000,22.5,"Strengthen brickwork",73.34,3,1,1,2019,11,1960.071429,131.849953854257
"Beitou",16700000,24.99,"Strengthen brickwork",96.71,3,2,2,2019,12,1945.75,76.7520614836686
"Neihu District",14000000,27.55,"Strengthen brickwork",94.68,3,1,2,2019,12,1943.285714,219.946769178783
"Beitou",19000000,30.82,"Strengthen brickwork",127.15,3,2,1,2019,12,1945,-304.681411132093
"Neihu District",13600000,30.4,"Strengthen brickwork",114.8,3,1,2,2019,12,1943.285714,-284.42235777512
"shihlin",9000000,32.5,"Strengthen brickwork",92.79,3,2,2,2019,12,1956.9375,-316.897450677374
"shihlin",4200000,23.5,"See other registration items",68.64,3,1,1,2019,12,1956.9375,-818.676218915969
"Zhongshan Area",5471020,24.72,"Strengthen brickwork",87.32,3,1,1,2019,10,1947,-896.688231250675
"Nangang District",23000000,21.5,"Strengthen brickwork",110.73,3,2,2,2019,12,1947,194.492864682339
"Neihu District",8100000,22.75,"Strengthen brickwork",68.26,3,2,1,2019,12,1955,-96.1798737657954
"Nangang District",12000000,35.5,"Strengthen brickwork",90.34,3,1,1,2019,12,1946,-522.286697764662
"Zhongshan Area",14300000,26.45,"Strengthen brickwork",96.77,3,2,2,2019,11,1946,153.061040047469
"Songshan District",17000000,36,"Strengthen brickwork",114.35,3,2,2,2019,12,1951,-198.840724133321
"Xinyi District",14000000,33.5,"Strengthen brickwork",103.2,3,2,1,2019,12,1954,-60.6141610337852
"Daan District",13000000,30.54,"Strengthen brickwork",114.12,3,2,2,2019,12,1946,-293.561177467862
"Daan District",8000000,23.99,"Strengthen brickwork",85.75,3,2,1,2019,12,1950,-367.462540991675
"Xinyi District",22800000,23.22,"Strengthen brickwork",115.88,3,2,2,2019,12,1945,588.780355276288
"Xinyi District",16200000,57.33,"See other registration items",88,3,1,2,2019,12,1958,416.577133147622
"Zhongzheng District",25600000,46.25,"Strengthen brickwork",110.1,3,2,2,2019,12,1960.071429,312.36028423511
"Zhongshan Area",12880000,24.27,"Strengthen brickwork",109.03,3,2,2,2019,10,1949,-290.607749729114
"Daan District",13300000,23.18,"Strengthen brickwork",126.72,3,2,2,2019,12,1944,-545.343650974547
"Daan District",13500000,36.66,"Strengthen brickwork",127.48,3,2,1,2019,6,1949,-483.018930226464
"Zhongshan Area",16680000,27.47,"Strengthen brickwork",107.52,3,2,2,2019,12,1948,233.713293634596
"Zhongshan Area",12500000,29.99,"Strengthen brickwork",106.25,3,2,2,2019,12,1946,-303.858560245582
"Zhongshan Area",16700000,30.02,"Strengthen brickwork",109.77,3,2,2,2019,12,1944,152.640130506664
"Nangang District",26500000,16.33,"Strengthen brickwork",115.7,3,1,2,2019,12,1946,571.245473141429
"Beitou",11350000,28.5,"Strengthen brickwork",70.86,3,1,1,2019,12,1960,223.373169329026
"Neihu District",11200000,28.3,"Strengthen brickwork",90.55,3,2,1,2019,12,1943.285714,-189.51364904553
"Wenshan District",13700000,32.25,"Strengthen brickwork",80.96,3,2,2,2019,12,1953,701.864327404537
"shihlin",7200000,39.25,"Strengthen brickwork",86.78,3,2,1,2019,12,1959,-452.039734707924
"shihlin",12900000,38.51,"Strengthen brickwork",109.01,3,2,2,2019,12,1943,-201.706018787617
"shihlin",9000000,24.12,"Strengthen brickwork",92.4,3,2,2,2019,11,1946,-393.506498258613
"shihlin",23600000,36.89,"Strengthen brickwork",180.64,3,1,1,2019,12,1935,-421.294322751006
"Nangang District",30500000,21.58,"Strengthen brickwork",129.81,3,2,2,2019,12,1947,495.521943455796
"Beitou",13500000,25.14,"Strengthen brickwork",99.55,3,2,2,2019,12,1945,-405.020228471592
"Songshan District",18000000,29.2,"Strengthen brickwork",107.13,3,2,2,2019,12,1953,101.461967303637
"Zhongzheng District",23500000,21.91,"Strengthen brickwork",113.11,3,2,2,2019,12,1945,-73.8821314680314
"Xinyi District",14880000,27.74,"Strengthen brickwork",106.2,3,2,2,2019,12,1945,-115.13186029193
"Beitou",15300000,32.25,"Strengthen brickwork",91.83,3,2,1,2019,12,1956,123.148242569898
"Daan District",9500000,40.25,"Strengthen brickwork",106.45,3,2,2,2019,12,1955,-579.170499520949
"Xinyi District",15500000,35.1,"Strengthen brickwork",98.14,3,2,2,2019,12,1952,196.159165747549
"Zhongzheng District",10000000,8.37,"Strengthen brickwork",39.84,3,2,2,2019,12,1936.9,-181.555946996704
"Zhongzheng District",20000000,30.88,"Strengthen brickwork",117.68,3,2,1,2019,12,1948,-497.666241942198
"Zhongzheng District",22880000,12.03,"Strengthen brickwork",120.99,3,2,2,2019,12,1946,-300.764108045493
"Songshan District",17500000,34.81,"Strengthen brickwork",110.62,3,2,1,2019,12,1950,-28.090271755428
"Songshan District",13500000,21.07,"Strengthen brickwork",103.42,3,2,2,2019,12,1944,-451.587126890168
"Zhongshan Area",12200000,34,"Strengthen brickwork",94.43,3,2,1,2019,12,1953,5.58340959903771
"Songshan District",17500000,21.2,"Strengthen brickwork",96.52,3,2,2,2019,11,1947,232.781460411655
"Zhongshan Area",13250000,28.8,"Strengthen brickwork",101.34,3,2,2,2019,11,1948,-75.7086253364137
"Nangang District",20000000,35.5,"Strengthen brickwork",96.42,3,2,1,2019,12,1955.176471,282.463632233445
"Beitou",19300000,29.9,"Strengthen brickwork",110.37,3,2,2,2019,12,1945,69.88930195703
"Beitou",4000000,13.19,"Strengthen brickwork",61.99,3,2,2,2019,11,1945,-1237.16166509645
"shihlin",13200000,42.25,"Strengthen brickwork",113.67,3,2,2,2019,12,1956.9375,-154.946826232898
"shihlin",16000000,39.31,"Strengthen brickwork",111.79,3,2,2,2019,9,1940,112.572807170869
"shihlin",13060000,23.07,"Strengthen brickwork",94.88,3,2,1,2019,11,1945.885714,199.327536737251
"Wenshan District",17200000,23.4,"Strengthen brickwork",110.82,3,2,2,2019,12,1943,406.440839312505
"Songshan District",17030000,39.75,"Strengthen brickwork",102.45,3,2,2,2019,12,1954,92.2619890634079
"Zhongzheng District",20000000,37,"Strengthen brickwork",132.84,3,1,2,2019,11,1946.190476,-750.078694992792
"Wanhua District",14360000,25.17,"Strengthen brickwork",94.3,3,2,2,2019,12,1959,357.971120465936
"Zhongzheng District",12380000,14.55,"Strengthen brickwork",59.99,3,1,1,2019,12,1932,-141.915845701538
"Wenshan District",12000000,23.4,"Strengthen brickwork",109.97,3,2,2,2019,12,1943,-257.777783909139
"Wanhua District",11000000,16.25,"Strengthen brickwork",89.6,3,2,2,2019,12,1947,-100.932499955356
"Songshan District",13880000,21.4,"Strengthen brickwork",72.51,3,2,1,2019,12,1962,467.691042120545
"Xinyi District",20550000,15.76,"Strengthen brickwork",118.92,3,2,2,2019,11,1951,328.606716833414
"Zhongshan Area",10760000,22.28,"Strengthen brickwork",82.18,3,2,2,2019,12,1947,-9.85652726287462
"Zhongzheng District",27160000,32.38,"Strengthen brickwork",125.72,3,2,2,2019,12,1931.7,-103.272681726764
"Xinyi District",18500000,32.5,"Strengthen brickwork",103.7,3,2,2,2019,12,1958,485.547683470806
"Daan District",16800000,45.55,"Strengthen brickwork",143.62,3,2,2,2019,11,1934,-565.10779855138
"Xinyi District",13500000,28.36,"Strengthen brickwork",112.17,3,2,2,2019,12,1945,-431.916197426757
"Datong District",20000000,28.56,"Strengthen brickwork",96.3,3,1,1,2019,12,1947,360.259506639025
"Zhongshan Area",16300000,30.15,"Strengthen brickwork",87.31,3,2,1,2019,11,1952,700.500457663837
"Zhongshan Area",16980000,26.87,"Strengthen brickwork",114.47,3,2,1,2019,11,1947,139.636599804368
"Zhongzheng District",30000000,31.92,"Strengthen brickwork",117.68,3,2,2,2019,12,1948,472.202680049847
"Zhongshan Area",17200000,24.27,"Strengthen brickwork",87.87,3,2,2,2019,12,1949,745.099311306542
"Nangang District",23680000,21.32,"Strengthen brickwork",102.61,3,2,1,2019,12,1951,512.755375679421
"Beitou",22380000,21,"Strengthen brickwork",120.27,3,2,2,2019,12,1940,151.45502223547
"Nangang District",29500000,12.46,"Strengthen brickwork",150.38,3,2,2,2019,12,1940,-105.726387426014
"Wenshan District",14750000,22.05,"Strengthen brickwork",104.28,3,2,2,2019,12,1943,246.399576083286
"shihlin",19600000,33.5,"See other registration items",105.95,3,2,2,2019,12,1962,586.013646615882
"shihlin",19700000,33.5,"See other registration items",105.95,3,2,2,2019,12,1962,597.29312661458
"Xinyi District",23200000,19.73,"Strengthen brickwork",144.23,3,2,2,2019,12,1946,7.7182232847626
"Daan District",10500000,25.25,"Strengthen brickwork",75.16,3,2,2,2019,12,1953,269.40686478916
"Xinyi District",18350000,30.01,"Strengthen brickwork",110.27,3,3,3,2019,12,1949,75.4602012325598
