"district","total_ntd","land_area","main_building_material","building_area","num_room","num_hall","num_toilet","transaction_year","transaction_month","building_age","mlr_resid"
"Datong District",27280000,24.02,"Strengthen brickwork",116.32,3,2,2,2019,11,1943,448.789810945945
"Datong District",17000000,25.75,"Strengthen brickwork",74.92,3,2,1,2019,12,1957.272727,415.900205840559
"shihlin",14600000,64.48,"Strengthen brickwork",134.17,3,2,2,2019,11,1956.9375,-388.857820900036
"shihlin",14780000,49.63,"Strengthen brickwork",112.03,3,2,2,2019,11,1956.9375,108.317300006534
"Datong District",26800000,26.86,"Strengthen brickwork",124.99,3,2,2,2019,11,1944,214.658746155523
"Wenshan District",15800000,35.6,"Strengthen brickwork",135.99,3,2,2,2019,11,1946,-328.775904839514
"Songshan District",23800000,47.09,"Strengthen brickwork",155.46,3,2,2,2019,11,1930,-443.025194603578
"Zhongshan Area",10400000,26.66,"Strengthen brickwork",88.09,3,2,1,2019,12,1946,-164.733703445045
"Zhongshan Area",14560000,41.21,"Strengthen brickwork",95.04,3,2,1,2019,8,1953,314.095124375987
"Songshan District",35000000,27.59,"Strengthen brickwork",143.47,3,2,2,2019,11,1946,900.060827655513
"Zhongshan Area",8360000,22.68,"Strengthen brickwork",73.77,3,2,1,2019,11,1946,-183.420475104743
"Zhongshan Area",17380000,31.42,"Strengthen brickwork",123.76,3,2,2,2019,11,1947,-66.190969153228
"Nangang District",15280000,20.17,"Strengthen brickwork",83.89,3,2,1,2019,11,1949.318182,-56.4544263408921
"Nangang District",7000000,11.59,"Strengthen brickwork",58.19,3,2,1,2019,11,1948,-754.921751578773
"Zhongshan Area",9500000,26.04,"Strengthen brickwork",84.96,3,2,2,2019,12,1935,-324.63733259368
"Xinyi District",13500000,33.1,"Strengthen brickwork",109.76,3,2,2,2019,11,1953,-306.603359397375
"Xinyi District",14650000,29,"Strengthen brickwork",110.97,3,2,2,2019,11,1946,-224.976356784308
"Xinyi District",20200000,16.43,"Strengthen brickwork",122.18,3,2,2,2019,10,1951,171.580018853046
"Daan District",20250000,21.71,"Strengthen brickwork",111.6,3,2,2,2019,11,1945,725.719324369784
"Zhongshan Area",4600000,25.84,"Strengthen brickwork",97.85,3,2,1,2019,12,1948,-1462.12549965879
"Zhongzheng District",31300000,24.71,"Strengthen brickwork",128.15,3,2,2,2019,11,1945,342.891258277934
"Zhongshan Area",7750000,22.14,"Strengthen brickwork",81.96,3,2,1,2019,10,1946,-486.261385731399
"Songshan District",17400000,23.75,"Strengthen brickwork",67.6,3,2,1,2019,11,1954,967.331829282165
"shihlin",15800000,19.46,"Strengthen brickwork",101,3,2,1,2019,12,1934,348.478367187467
"Datong District",20500000,32,"Strengthen brickwork",85.07,3,2,2,2019,10,1951,526.274699219408
"Nangang District",25500000,44.96,"Strengthen brickwork",147.26,3,2,2,2019,11,1940,-394.641134977469
"Nangang District",17400000,37.2,"Strengthen brickwork",105.54,3,2,2,2019,11,1947,-297.108652863198
"Nangang District",19800000,37.5,"Strengthen brickwork",94.05,3,2,1,2019,11,1955.176471,320.94941857184
"Songshan District",23000000,32.39,"Strengthen brickwork",114.01,3,2,2,2019,11,1949,484.821261801392
"Zhongshan Area",14880000,39.35,"Strengthen brickwork",88.37,3,2,1,2019,10,1949,496.299099673619
"Zhongshan Area",26000000,31.48,"Strengthen brickwork",111.93,3,2,2,2019,12,1939,1103.38989443994
"Zhongshan Area",15800000,39.86,"Strengthen brickwork",112.32,3,2,2,2019,12,1943,10.1382448253665
"Songshan District",13000000,20.4,"Strengthen brickwork",88.07,3,2,1,2019,12,1952,-82.6158463600937
"Wenshan District",16200000,27.09,"Strengthen brickwork",115.3,3,2,2,2019,11,1948,186.69937755764
"Songshan District",18100000,48.5,"Strengthen brickwork",123.18,3,2,2,2019,11,1955,-199.451432986887
"Beitou",11900000,24.16,"Strengthen brickwork",98.2,3,2,2,2019,11,1941,-628.717878358
"Neihu District",25200000,36.74,"Strengthen brickwork",148,3,2,2,2019,11,1936,25.583208269294
"Neihu District",11880000,26,"Strengthen brickwork",80.12,3,1,1,2019,11,1955,254.968859351863
"Xinyi District",16250000,31.14,"Strengthen brickwork",115.84,3,2,1,2019,11,1947,-88.7253173159032
"Zhongzheng District",20500000,35.5,"Strengthen brickwork",96.42,3,2,1,2019,12,1959,141.080817793505
"shihlin",17100000,69.44,"Strengthen brickwork",117.02,3,2,2,2019,8,1941,239.883101761754
"Songshan District",16050000,16.44,"Strengthen brickwork",79.1,3,2,2,2019,12,1949,465.787947188016
"Songshan District",21680000,30.63,"Strengthen brickwork",134.32,3,2,2,2019,11,1945,-146.380593828995
"Daan District",14800000,32.5,"Strengthen brickwork",109.63,3,2,2,2019,12,1957,207.812441062752
"Zhongzheng District",15000000,30.25,"Strengthen brickwork",86.09,3,2,1,2019,12,1960.071429,-283.333330690594
"Zhongshan Area",10200000,20.16,"Strengthen brickwork",74.53,3,2,1,2019,11,1949,109.722005768705
"Wanhua District",13300000,25,"Strengthen brickwork",87.97,3,2,1,2019,12,1958,267.32552887828
"Zhongzheng District",31500000,26.74,"Strengthen brickwork",130.01,3,2,2,2019,11,1943,313.222710147936
"Nangang District",17650000,46.25,"Strengthen brickwork",117.59,3,2,1,2019,12,1956,-439.194573044235
"Beitou",8000000,28.5,"Strengthen brickwork",76.92,3,2,1,2019,10,1952,-666.50322500674
"Neihu District",5700000,21.25,"Strengthen brickwork",61.2,3,2,1,2019,10,1953,-533.589507120806
"Wanhua District",9330000,26.75,"Strengthen brickwork",79.09,3,2,1,2019,11,1955,-135.979227362007
"Wenshan District",6800000,22.53,"Strengthen brickwork",56.13,3,2,1,2019,11,1963,228.667237944684
"Songshan District",18000000,18.66,"Strengthen brickwork",93.87,3,1,1,2019,11,1945,516.104374755343
"Zhongshan Area",12750000,28.69,"Strengthen brickwork",86.23,3,2,1,2019,11,1950,242.859788714975
"Nangang District",28000000,15.16,"Strengthen brickwork",126.12,3,2,2,2019,10,1950,303.951916897219
"Nangang District",33380000,36.83,"Strengthen brickwork",160.08,3,2,2,2019,12,1947,56.8887919997963
"Zhongshan Area",16500000,35.44,"Strengthen brickwork",118.47,3,2,2,2019,12,1950,-21.5719960821279
"Zhongshan Area",16500000,35.44,"Strengthen brickwork",118.47,3,2,2,2019,12,1950,-21.5719960821279
"Daan District",11000000,29.58,"Strengthen brickwork",110.76,3,2,2,2019,12,1946,-408.848590365764
"Zhongzheng District",7740000,15.6,"Strengthen brickwork",54.32,3,2,2,2019,11,1950,-766.824242235345
"Zhongzheng District",26250000,10.71,"Strengthen brickwork",102.56,3,2,1,2019,11,1933,403.958601507851
"Nangang District",4280000,7.79,"Strengthen brickwork",30.46,3,2,2,2019,12,1951,-717.268225519849
"Zhongshan Area",17950000,61.14,"Strengthen brickwork",130.25,3,2,2,2019,9,1934,-148.318604284404
"Xinyi District",17690000,51.77,"Strengthen brickwork",129.95,3,2,1,2019,11,1958,-135.394369116854
"Daan District",14000000,22.5,"Strengthen brickwork",159.12,3,1,1,2019,12,1949,-927.579404105564
"Daan District",13500000,34.4,"Strengthen brickwork",128.35,3,2,2,2019,12,1945,-449.519394253246
"Xinyi District",21000000,38.58,"Strengthen brickwork",129.87,3,2,2,2019,11,1950,137.375384300427
"Songshan District",9300000,26.67,"Strengthen brickwork",115.81,3,2,1,2019,12,1948,-1281.62065758665
"Neihu District",19800000,13.82,"Strengthen brickwork",108,3,2,2,2019,11,1932,301.469160907846
"Nangang District",27000000,14.97,"Strengthen brickwork",129.31,3,2,2,2019,12,1953,159.751903385986
"Nangang District",16080000,37.75,"Strengthen brickwork",95.98,3,2,1,2019,12,1956,-153.339394042674
"Beitou",13000000,33,"Strengthen brickwork",114.25,3,2,1,2019,11,1945.75,-763.23797810661
"Datong District",26650000,18.92,"Strengthen brickwork",103.67,3,2,2,2019,9,1947,675.699651229215
"Wenshan District",16200000,21.6,"Strengthen brickwork",100.07,3,2,2,2019,11,1943,500.045833723079
"Wenshan District",8500000,25.98,"Strengthen brickwork",99.96,3,2,1,2019,12,1956,-493.350761236089
"shihlin",11000000,30.81,"Strengthen brickwork",106.69,3,2,2,2019,12,1948,-380.40393034127
"shihlin",15000000,36.37,"Strengthen brickwork",107.82,3,2,2,2019,11,1956,196.780980266761
"Wenshan District",9900000,25.32,"Strengthen brickwork",97.58,3,2,2,2019,12,1942,-311.443685327109
"Datong District",10800000,6.02,"Strengthen brickwork",69.71,3,0,3,2019,8,1947,-212.439102882313
"Zhongshan Area",8750000,18.64,"Strengthen brickwork",64.19,3,1,1,2019,11,1933,170.021365747558
"Neihu District",1500000,5.46,"See other registration items",7.65,3,1,1,2019,11,1945,37.2946629792865
"Neihu District",1500000,7.29,"See other registration items",10.2,3,1,1,2019,11,1945,-19.6859435032598
"Beitou",18000000,31.18,"Strengthen brickwork",87.72,3,2,2,2019,11,1955,490.438618470389
"Daan District",13360000,32.25,"Strengthen brickwork",82.46,3,2,1,2019,11,1957,670.733998264418
"Daan District",7850000,16.2,"Strengthen brickwork",77.57,3,2,2,2019,11,1953,-163.385490487497
"Xinyi District",29700000,33.27,"Strengthen brickwork",164.03,3,2,2,2019,11,1944,175.562245644236
"Wenshan District",7000000,23.6,"Strengthen brickwork",99.26,3,2,1,2019,12,1939.833333,-830.694297336804
"Xinyi District",13380000,25.01,"Strengthen brickwork",94.67,3,2,1,2019,12,1944,1.61947324444395
"Beitou",11000000,26.31,"Strengthen brickwork",61.91,3,2,1,2019,11,1956.675,190.021062887353
"Zhongzheng District",21980000,22.66,"Strengthen brickwork",103.71,3,2,2,2019,11,1944,-10.2003578220201
"Zhongzheng District",14750000,27.14,"Strengthen brickwork",92.24,3,2,2,2019,12,1946.190476,-566.759984175032
"Xinyi District",13000000,45.75,"Strengthen brickwork",103.89,3,2,1,2019,11,1953,-174.214803350119
"Xinyi District",22880000,29.3,"Strengthen brickwork",134.94,3,2,2,2019,12,1948,194.215479570362
"Xinyi District",23680000,25.2,"Strengthen brickwork",126.08,3,2,2,2019,11,1945,451.417460130048
"Daan District",13800000,42,"Strengthen brickwork",100.78,3,2,2,2019,12,1958,307.602615941868
"Xinyi District",21100000,25.35,"Strengthen brickwork",128.07,3,2,2,2019,11,1945,133.198148306838
"Zhongshan Area",11800000,21.68,"Strengthen brickwork",75.53,3,2,1,2019,9,1950,325.939447905389
"Zhongshan Area",12280000,31.73,"Strengthen brickwork",92.52,3,2,1,2019,12,1953,58.7467080104366
"Zhongshan Area",8480000,22.92,"Strengthen brickwork",73,3,1,1,2019,12,1946,-0.485940520487583
"shihlin",13580000,35.5,"See other registration items",95.8,3,2,2,2019,11,1962,136.635929852737
"shihlin",9300000,28.7,"Strengthen brickwork",81.37,3,1,1,2019,12,1956.9375,147.236760175378
"Wenshan District",9500000,36.67,"See other registration items",89.7,3,2,1,2019,12,1959,-117.413740888167
"Zhongshan Area",17200000,47.79,"Strengthen brickwork",126.63,3,2,2,2019,12,1932,-180.764828379913
"Songshan District",18750000,20.54,"Strengthen brickwork",123.65,3,2,2,2019,11,1952,-217.605134343574
"Zhongshan Area",26370000,29.09,"Strengthen brickwork",116.39,3,2,2,2019,12,1935,1011.64288073569
"Nangang District",20630000,39.94,"Strengthen brickwork",110.01,3,2,2,2019,11,1948,-17.8647912878199
"Nangang District",31000000,53.25,"Strengthen brickwork",143.59,3,2,2,2019,12,1960,329.976797740502
"Zhongshan Area",13300000,34.31,"Strengthen brickwork",88.02,3,2,2,2019,11,1952,266.449809066859
"Daan District",18680000,36.6,"Strengthen brickwork",118.05,3,2,2,2019,11,1937,397.115301680233
"Zhongzheng District",23800000,17,"Strengthen brickwork",95.66,3,2,2,2019,11,1934,303.442779313507
"Zhongzheng District",14900000,26.05,"Strengthen brickwork",98.22,3,2,2,2019,10,1946.190476,-698.396241915043
"Xinyi District",8100000,34.96,"Strengthen brickwork",61.55,3,1,1,2019,11,1949,134.678119717515
"Beitou",16200000,28.8,"Strengthen brickwork",99.81,3,2,2,2019,11,1945.75,-56.255993818624
"Songshan District",14560000,22.75,"See other registration items",77.2,3,2,2,2019,12,1963,120.236542524034
"Zhongzheng District",37600000,45.74,"Strengthen brickwork",185.29,3,2,2,2019,12,1931,-446.959871117854
"Zhongzheng District",8500000,26.5,"Strengthen brickwork",78,3,2,1,2019,12,1960.071429,-1063.64059468739
"Daan District",13350000,27.11,"Strengthen brickwork",100.86,3,2,2,2019,12,1944,140.697008301991
"Xinyi District",12000000,30.25,"Strengthen brickwork",72.27,3,2,2,2019,12,1952,340.576200811345
"Nangang District",21180000,23.14,"Strengthen brickwork",109.36,3,2,2,2019,10,1948,10.72008216599
"Beitou",17020000,29.05,"Strengthen brickwork",108.12,3,2,1,2019,11,1940,-139.419093616624
"Neihu District",22750000,21.03,"Strengthen brickwork",138.65,3,2,2,2019,12,1940,-23.181240076482
"Neihu District",15800000,25,"Strengthen brickwork",72.9,3,2,1,2019,12,1953,804.1462498292
"Zhongshan Area",12000000,30.67,"See other registration items",66.69,3,1,1,2019,12,1962,-3.87778698041075e-12
"Zhongshan Area",15100000,28.78,"Strengthen brickwork",106.43,3,2,2,2019,12,1947,48.8957803016981
"shihlin",4700000,25.5,"Strengthen brickwork",85.6,3,1,1,2019,11,1937,-941.12707185456
"shihlin",12000000,75,"See other registration items",114.44,3,1,1,2019,10,1952.5,-314.52562209916
"shihlin",12000000,23.4,"Strengthen brickwork",77.36,3,1,3,2019,10,1950,527.462429941771
"Zhongshan Area",13360000,26.86,"Strengthen brickwork",88.54,3,2,2,2019,12,1949,235.282843898271
"Songshan District",16000000,21.56,"Strengthen brickwork",111.45,3,2,2,2019,12,1941,-311.815605794976
"Nangang District",13980000,22.2,"Strengthen brickwork",94.67,3,2,1,2019,12,1945,-485.313846498088
"Nangang District",23350000,37.08,"Strengthen brickwork",124.5,3,2,2,2019,11,1952,-49.3047304231639
"Beitou",19800000,27.65,"Strengthen brickwork",127.84,3,2,2,2019,11,1941,-303.000026040731
"Xinyi District",22900000,17.4,"Strengthen brickwork",125.31,3,2,2,2019,12,1952,408.273246937081
"Daan District",6880000,21.2,"Strengthen brickwork",77.27,3,2,2,2019,12,1953,-317.688999511378
"Daan District",15330000,42.71,"Strengthen brickwork",134.88,3,2,2,2019,11,1957,-285.970523639999
"shihlin",11000000,54.72,"Strengthen brickwork",112,3,2,2,2019,12,1944,-463.37596401192
"Zhongshan Area",8300000,18.6,"Strengthen brickwork",68.63,3,2,1,2019,12,1951,-55.9691918509317
"Songshan District",16000000,25.02,"Strengthen brickwork",93.64,3,2,2,2019,8,1946,109.804040739973
"Beitou",15880000,28.12,"Strengthen brickwork",98.13,3,2,2,2019,12,1948,-42.9940457712311
"Xinyi District",13500000,28.04,"Strengthen brickwork",105.78,3,2,2,2019,11,1946,-261.047532515914
"Zhongshan Area",4150000,25.88,"Strengthen brickwork",83.68,3,1,1,2019,12,1946,-1114.18823368678
"Zhongshan Area",22580000,36.63,"Strengthen brickwork",143.22,3,2,2,2019,12,1931,9.35036223255243
"Zhongzheng District",16000000,15.19,"Strengthen brickwork",124.47,3,1,2,2019,11,1942.625,-1063.15931157562
"Xinyi District",9500000,24,"Strengthen brickwork",80.07,3,1,1,2019,12,1954,-53.3368630030091
"Nangang District",25000000,29.15,"Strengthen brickwork",102.24,3,2,2,2019,11,1952,611.944052980326
"Nangang District",27690000,29.64,"Strengthen brickwork",140.67,3,2,2,2019,12,1952,-4.84749566717165
"Wenshan District",3400000,16.62,"Strengthen brickwork",56.39,3,2,2,2019,12,1947,-662.162692013959
"Zhongshan Area",19200000,41.19,"Strengthen brickwork",120.1,3,2,2,2019,11,1936,201.940460352993
"Datong District",24000000,27.73,"Strengthen brickwork",122.77,3,2,2,2019,12,1947,9.83750686338167
"Songshan District",15620000,16.69,"Strengthen brickwork",96.84,3,1,2,2019,12,1948,137.408444029726
"Songshan District",25800000,47.09,"Strengthen brickwork",155.69,3,2,2,2019,12,1930,-242.149629576606
"Nangang District",19000000,34.72,"Strengthen brickwork",111.03,3,2,2,2019,9,1944,-267.232727658754
"Beitou",17900000,30,"Strengthen brickwork",102.34,3,2,2,2019,12,1956.675,152.289807126507
"Neihu District",7300000,16.12,"Strengthen brickwork",42.74,3,1,1,2019,12,1957,362.0736680191
"Beitou",8000000,23.81,"Strengthen brickwork",60.95,3,2,2,2019,11,1940,-397.342448228409
"Songshan District",13006000,35.5,"Strengthen brickwork",96.4,3,2,1,2019,12,1959,-202.938765063379
"Xinyi District",13400000,33.12,"Strengthen brickwork",82.41,3,2,2,2019,11,1948,285.877823472155
"Xinyi District",17500000,37.25,"Strengthen brickwork",104.88,3,2,2,2019,11,1954,329.899369502977
"Daan District",23000000,45.75,"Strengthen brickwork",121.02,3,1,1,2019,11,1958,1099.51716516991
"Zhongshan Area",9700000,41.25,"Strengthen brickwork",120.84,3,2,2,2019,11,1952,-1005.15448127023
"Zhongzheng District",33000000,25.93,"Strengthen brickwork",127.3,3,2,2,2019,12,1947,530.35826460326
"Daan District",2196194,26.39,"Strengthen brickwork",80.91,3,1,1,2019,12,1948,-1380.54974590507
"Xinyi District",15700000,28.67,"Strengthen brickwork",99.31,3,2,2,2019,12,1951,207.08357198082
"Zhongzheng District",4427600,10.38,"Strengthen brickwork",23.9,3,2,1,2019,12,1960.071429,-667.973620032788
"Daan District",18500000,50.75,"Strengthen brickwork",113.4,3,2,3,2019,12,1954,570.550754660472
"Neihu District",11160000,37,"Strengthen brickwork",103.27,3,2,2,2019,12,1955.6,-522.68875947547
"Neihu District",17100000,30.06,"Strengthen brickwork",115.31,3,2,2,2019,12,1930.714286,-142.493067696996
"Nangang District",19580000,19.89,"Strengthen brickwork",110.11,3,2,2,2019,11,1956,-147.894240614835
"Beitou",17980000,35.45,"Strengthen brickwork",135.16,3,2,2,2019,11,1944,-647.503073283573
"Wanhua District",22300000,25.66,"Strengthen brickwork",143.5,3,2,2,2019,11,1942,-52.3596563366901
"Datong District",25800000,18.66,"Strengthen brickwork",119.72,3,2,2,2019,12,1944,223.796257420804
"Songshan District",48000000,26.12,"Strengthen brickwork",185.23,3,2,2,2019,12,1944,942.092502051117
"Zhongshan Area",12850000,34.92,"Strengthen brickwork",125.19,3,2,2,2019,11,1944,-689.254164995815
"shihlin",8520000,23.4,"Strengthen brickwork",91.64,3,2,1,2019,12,1947,-419.565397924427
"shihlin",7200000,30.5,"Strengthen brickwork",85.39,3,2,2,2019,12,1956.9375,-480.671059174735
"shihlin",19800000,32.1,"Strengthen brickwork",117.77,3,1,1,2019,12,1938,625.764372869092
"Songshan District",11260000,30.75,"Strengthen brickwork",86.25,3,1,1,2019,12,1958,-97.7400966589681
"Songshan District",11000000,31.25,"Strengthen brickwork",83.48,3,1,1,2019,12,1958,-71.6586160647149
"Songshan District",24500000,52,"Strengthen brickwork",145.98,3,2,2,2019,12,1955,-15.5253117882755
"Wenshan District",8160000,16.78,"Strengthen brickwork",59.84,3,1,1,2019,4,1939.833333,367.622284822733
"Datong District",37600000,42.08,"Strengthen brickwork",166.32,3,2,2,2019,11,1958,322.203457260707
"Nangang District",23200000,40.25,"Strengthen brickwork",105.8,3,2,1,2019,12,1958,442.822538134369
"Neihu District",10500000,30.06,"Strengthen brickwork",115.31,3,1,1,2019,12,1946,-790.28224019249
"Neihu District",9900000,47.67,"Strengthen brickwork",105.37,3,2,1,2019,12,1955.6,-704.339654815592
"Neihu District",14000000,30.08,"Strengthen brickwork",107.26,3,2,2,2019,12,1943.285714,-289.940770303151
"Daan District",13500000,35.75,"Strengthen brickwork",104.91,3,2,1,2019,12,1957,186.487588145056
"Daan District",10800000,39.2,"Strengthen brickwork",113.52,3,2,2,2019,10,1939,-523.525115742689
"Zhongzheng District",30000000,52.75,"Strengthen brickwork",120.21,3,2,2,2019,11,1960.071429,549.831368785832
"Songshan District",15000000,6.35,"Wall type reinforced concrete construction",57.29,3,1,1,2019,12,1924,-3.89643872722445e-11
"Xinyi District",15000000,34.5,"Strengthen brickwork",101.7,3,2,2,2019,11,1954,86.106161976503
"Zhongzheng District",7800000,28.91,"Strengthen brickwork",98.89,3,2,2,2019,11,1950,-1750.33397021299
"Xinyi District",20380000,25.26,"Strengthen brickwork",130.17,3,2,2,2019,12,1946,15.6881246780267
"Xinyi District",13000000,32.15,"Strengthen brickwork",100.21,3,2,1,2019,11,1951,-132.423782095397
"Zhongzheng District",15000000,22.5,"Strengthen brickwork",73.34,3,1,1,2019,11,1960.071429,124.692884937439
"Beitou",16700000,24.99,"Strengthen brickwork",96.71,3,2,2,2019,12,1945.75,72.7944244105432
"Neihu District",14000000,27.55,"Strengthen brickwork",94.68,3,1,2,2019,12,1943.285714,132.302224690862
"Beitou",19000000,30.82,"Strengthen brickwork",127.15,3,2,1,2019,12,1945,-310.747057509492
"Neihu District",13600000,30.4,"Strengthen brickwork",114.8,3,1,2,2019,12,1943.285714,-378.124010624019
"shihlin",9000000,32.5,"Strengthen brickwork",92.79,3,2,2,2019,12,1956.9375,-329.547408380687
"Zhongshan Area",5471020,24.72,"Strengthen brickwork",87.32,3,1,1,2019,10,1947,-904.874637132087
"Nangang District",23000000,21.5,"Strengthen brickwork",110.73,3,2,2,2019,12,1947,174.629027751265
"Neihu District",8100000,22.75,"Strengthen brickwork",68.26,3,2,1,2019,12,1955,-213.697590063275
"Nangang District",12000000,35.5,"Strengthen brickwork",90.34,3,1,1,2019,12,1946,-484.388808522741
"Zhongshan Area",14300000,26.45,"Strengthen brickwork",96.77,3,2,2,2019,11,1946,151.266778311785
"Songshan District",17000000,36,"Strengthen brickwork",114.35,3,2,2,2019,12,1951,-171.915765543155
"Xinyi District",14000000,33.5,"Strengthen brickwork",103.2,3,2,1,2019,12,1954,-42.1110385981123
"Daan District",13000000,30.54,"Strengthen brickwork",114.12,3,2,2,2019,12,1946,-194.983796011616
"Daan District",8000000,23.99,"Strengthen brickwork",85.75,3,2,1,2019,12,1950,-280.442071683126
"Xinyi District",22800000,23.22,"Strengthen brickwork",115.88,3,2,2,2019,12,1945,595.628840764659
"Xinyi District",16200000,57.33,"See other registration items",88,3,1,2,2019,12,1958,236.046910566585
"Zhongzheng District",25600000,46.25,"Strengthen brickwork",110.1,3,2,2,2019,12,1960.071429,354.57586604748
"Zhongshan Area",12880000,24.27,"Strengthen brickwork",109.03,3,2,2,2019,10,1949,-320.093086516728
"Daan District",13300000,23.18,"Strengthen brickwork",126.72,3,2,2,2019,12,1944,-471.622606527127
"Daan District",13500000,36.66,"Strengthen brickwork",127.48,3,2,1,2019,6,1949,-401.835824390653
"Zhongshan Area",16680000,27.47,"Strengthen brickwork",107.52,3,2,2,2019,12,1948,223.630969329591
"Zhongshan Area",12500000,29.99,"Strengthen brickwork",106.25,3,2,2,2019,12,1946,-299.145895904474
"Zhongshan Area",16700000,30.02,"Strengthen brickwork",109.77,3,2,2,2019,12,1944,161.215838103024
"Nangang District",26500000,16.33,"Strengthen brickwork",115.7,3,1,2,2019,12,1946,533.197489302342
"Beitou",11350000,28.5,"Strengthen brickwork",70.86,3,1,1,2019,12,1960,201.481333181269
"Neihu District",11200000,28.3,"Strengthen brickwork",90.55,3,2,1,2019,12,1943.285714,-269.521884583378
"Wenshan District",13700000,32.25,"Strengthen brickwork",80.96,3,2,2,2019,12,1953,696.425680549225
"shihlin",7200000,39.25,"Strengthen brickwork",86.78,3,2,1,2019,12,1959,-446.501253701263
"shihlin",12900000,38.51,"Strengthen brickwork",109.01,3,2,2,2019,12,1943,-164.033864281737
"Datong District",13600000,28.94,"Strengthen brickwork",116.54,3,2,2,2019,12,1945,-1064.45122550631
"shihlin",9000000,24.12,"Strengthen brickwork",92.4,3,2,2,2019,11,1946,-399.155855169491
"shihlin",23600000,36.89,"Strengthen brickwork",180.64,3,1,1,2019,12,1935,-417.244009309093
"Nangang District",30500000,21.58,"Strengthen brickwork",129.81,3,2,2,2019,12,1947,462.058943483444
"Beitou",13500000,25.14,"Strengthen brickwork",99.55,3,2,2,2019,12,1945,-408.216116710983
"Songshan District",18000000,29.2,"Strengthen brickwork",107.13,3,2,2,2019,12,1953,106.930815816597
"Zhongzheng District",23500000,21.91,"Strengthen brickwork",113.11,3,2,2,2019,12,1945,-59.0770820810355
"Xinyi District",14880000,27.74,"Strengthen brickwork",106.2,3,2,2,2019,12,1945,-87.7246901777379
"Beitou",15300000,32.25,"Strengthen brickwork",91.83,3,2,1,2019,12,1956,112.188835431317
"Daan District",9500000,40.25,"Strengthen brickwork",106.45,3,2,2,2019,12,1955,-474.415979236725
"Xinyi District",15500000,35.1,"Strengthen brickwork",98.14,3,2,2,2019,12,1952,229.314161944808
"Zhongzheng District",10000000,8.37,"Strengthen brickwork",39.84,3,2,2,2019,12,1936.9,-128.540029849723
"Zhongzheng District",20000000,30.88,"Strengthen brickwork",117.68,3,2,1,2019,12,1948,-468.662809513813
"Zhongzheng District",22880000,12.03,"Strengthen brickwork",120.99,3,2,2,2019,12,1946,-324.428950695731
"Songshan District",17500000,34.81,"Strengthen brickwork",110.62,3,2,1,2019,12,1950,1.27558629089734
"Songshan District",13500000,21.07,"Strengthen brickwork",103.42,3,2,2,2019,12,1944,-439.309251140083
"Zhongshan Area",12200000,34,"Strengthen brickwork",94.43,3,2,1,2019,12,1953,8.87406003257364
"Songshan District",17500000,21.2,"Strengthen brickwork",96.52,3,2,2,2019,11,1947,238.183687430297
"Zhongshan Area",13250000,28.8,"Strengthen brickwork",101.34,3,2,2,2019,11,1948,-80.105338266872
"Nangang District",20000000,35.5,"Strengthen brickwork",96.42,3,2,1,2019,12,1955.176471,289.183296770612
"Beitou",19300000,29.9,"Strengthen brickwork",110.37,3,2,2,2019,12,1945,73.1022185842184
"Beitou",4000000,13.19,"Strengthen brickwork",61.99,3,2,2,2019,11,1945,-1251.68660401245
"shihlin",13200000,42.25,"Strengthen brickwork",113.67,3,2,2,2019,12,1956.9375,-153.53907619899
"shihlin",16000000,39.31,"Strengthen brickwork",111.79,3,2,2,2019,9,1940,151.773429598902
"shihlin",13060000,23.07,"Strengthen brickwork",94.88,3,2,1,2019,11,1945.885714,189.232636169884
"Wenshan District",17200000,23.4,"Strengthen brickwork",110.82,3,2,2,2019,12,1943,384.469489529675
"Songshan District",17030000,39.75,"Strengthen brickwork",102.45,3,2,2,2019,12,1954,129.560209760471
"Zhongzheng District",20000000,37,"Strengthen brickwork",132.84,3,1,2,2019,11,1946.190476,-713.191920402867
"Wanhua District",14360000,25.17,"Strengthen brickwork",94.3,3,2,2,2019,12,1959,234.463574178489
"Zhongzheng District",12380000,14.55,"Strengthen brickwork",59.99,3,1,1,2019,12,1932,-71.6272817336107
"Wenshan District",12000000,23.4,"Strengthen brickwork",109.97,3,2,2,2019,12,1943,-279.132626670741
"Wanhua District",11000000,16.25,"Strengthen brickwork",89.6,3,2,2,2019,12,1947,-209.789699275743
"Songshan District",13880000,21.4,"Strengthen brickwork",72.51,3,2,1,2019,12,1962,446.576631321842
"Xinyi District",20550000,15.76,"Strengthen brickwork",118.92,3,2,2,2019,11,1951,289.1480145799
"Xinyi District",7800000,43.1,"Strengthen brickwork",108.72,3,2,2,2019,8,1951,-1165.1240881283
"Zhongshan Area",10760000,22.28,"Strengthen brickwork",82.18,3,2,2,2019,12,1947,-13.9410223013219
"Zhongzheng District",27160000,32.38,"Strengthen brickwork",125.72,3,2,2,2019,12,1931.7,-24.1856195472795
"Xinyi District",18500000,32.5,"Strengthen brickwork",103.7,3,2,2,2019,12,1958,487.904026987338
"Daan District",16800000,45.55,"Strengthen brickwork",143.62,3,2,2,2019,11,1934,-407.79338073571
"Xinyi District",13500000,28.36,"Strengthen brickwork",112.17,3,2,2,2019,12,1945,-406.982133456346
"Datong District",20000000,28.56,"Strengthen brickwork",96.3,3,1,1,2019,12,1947,368.306760474339
